Factor	ASV	edge	sig	core_group	Category	Correlation
Wind_low_Week2	f55eb8bdbfda706e22ad94a15440cba9	0.283210299	0.007223663	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	f6760eeb02257250de058a16eb542467	0.283210299	0.007223663	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	f7e52674d62788d5d0d693dcc2ccaa8b	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	f84dc1248267db879cdbf6b651d23573	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	f982c673d95e611cd77349719b2d084b	0.283210299	0.007223663	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	f9a82bbea30ac8776638f6edc1a80503	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	fa4d8a31f837ce867abdb6edfae3fef7	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
PCoA1_plant_communities	3fa7515fdf29d8e0a97e8505c954e112	0.283341705	0.007223663	Chaetothyriales	Plant_diversity	Positive
Humidity_avg_Week4	715a5d3872fd3c05667063cb35a8ab88	0.283354661	0.007223663	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week1	80329eb6bbdb910c077af25f16e9ff92	0.283370798	0.007223663	Burkholderiales	Climatic_conditions	Positive
Shannon_diversity_plant_communities	ebbacbda98427ba94a3219022c67eb6c	0.283404203	0.007223663	Chaetothyriales	Plant_diversity	Positive
Humidity_avg_Week1	8aed870ab19e643617d65fc44f917fb7	0.283675166	0.007223663	Rhizobiales	Climatic_conditions	Positive
Humidity_avg_Week4	450d4286226aa395ae560c0f454d94ec	0.283913645	0.007223663	Helotiales	Climatic_conditions	Positive
Wind_low_Week4	f2757b959a1d0fc03d753d7b0837c494	0.284067649	0.007223663	Caulobacterales	Climatic_conditions	Positive
Dewpoint_high_Week2	1e66d98a0dd0b8a765071507f5d576a5	0.284315404	0.007223663	Burkholderiales	Climatic_conditions	Positive
Temp_low_Week1	2688dc5d4637c83ea1581928758cd52a	0.284967598	0.007089515	Burkholderiales	Climatic_conditions	Positive
Dewpoint_low_Week1	59f0e1cbf8a77b9c0e14f3f75f77673d	0.285265754	0.0069527	Burkholderiales	Climatic_conditions	Positive
pH	687d21e3c157c639ce64426cef257f25	0.285352645	0.00691438	Rhizobiales	Soil_properties	Positive
Wind_low_Week3	76a0f6da95f099c37fb466beaf332b20	0.285615481	0.006791122	Chaetothyriales	Climatic_conditions	Positive
Humidity_avg_Week2	5fa18956f4568992101c9ca7bea0ab57	0.285758158	0.006724384	Pleosporales	Climatic_conditions	Positive
Dewpoint_avg_Week1	bbc876ca34b0b12de4ea6069652e43a8	0.285814908	0.006702999	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	ecb681efdca0a7a7aa099b63621515ae	0.286158922	0.0065418	Sphingomonadales	Climatic_conditions	Positive
Manganese	3fa7515fdf29d8e0a97e8505c954e112	0.286275746	0.006498548	Chaetothyriales	Soil_properties	Positive
Humidity_low_Week2	352d386293a59777de3e3e6a91f58466	0.286460964	0.006431595	Hypocreales	Climatic_conditions	Positive
Manganese	44df5a1eca2057b4ca5f07dd6b70fe89	0.286577653	0.006394799	Propionibacteriales	Soil_properties	Positive
Humidity_low_Week1	cfb7c2be2639d4cc66544bc44bbc0c4d	0.287481043	0.005995786	Caulobacterales	Climatic_conditions	Positive
Humidity_low_Week1	f78ba5c82c54c4d3776dda17c1dd091a	0.28814911	0.005725497	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	944daa2456c69e30473ce9736b5120f9	0.288203323	0.005708383	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week4	f0ae869329221b1c0d46ea2be18618ca	0.288781663	0.005503258	Rhizobiales	Climatic_conditions	Positive
Manganese	faf9b0b04ab09c87a8bee1805db97939	0.288881588	0.00547411	Burkholderiales	Soil_properties	Positive
Aluminium	6fbea5af4fa72bdd8b4ebe6eca6abe4b	0.28915665	0.005363528	Sphingomonadales	Soil_properties	Positive
Carbon_nitrogen_ratio	b70c88f2499f1e679b870ab275fc6a42	0.289464171	0.005248367	Sphingomonadales	Soil_properties	Positive
Precipitation_Week1	b7f41cc1d6c04add68bb3b5e879db328	0.289743027	0.00514058	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week2	b7f41cc1d6c04add68bb3b5e879db328	0.289743027	0.00514058	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week3	b7f41cc1d6c04add68bb3b5e879db328	0.289743027	0.00514058	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week4	b7f41cc1d6c04add68bb3b5e879db328	0.289743027	0.00514058	Sphingomonadales	Climatic_conditions	Positive
Shannon_diversity_plant_communities	96a7cc71a8d5b114f375f2bd809e8853	0.289782441	0.00514058	Pleosporales	Plant_diversity	Positive
Wind_low_Week1	97656157c86fd8f563bdfcdec92a54b0	0.289896093	0.005111691	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week1	f920c3503284689300f54fbc9d9f4abc	0.2901945	0.005005342	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week2	f920c3503284689300f54fbc9d9f4abc	0.2901945	0.005005342	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week3	f920c3503284689300f54fbc9d9f4abc	0.2901945	0.005005342	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week4	f920c3503284689300f54fbc9d9f4abc	0.2901945	0.005005342	Rhizobiales	Climatic_conditions	Positive
Humidity_low_Week3	5ac7662a9cff8faf69896230b80530df	0.290361101	0.004972067	Rhizobiales	Climatic_conditions	Positive
Plant_cover	c26cf275f4c8b742605f33418b4c7652	0.290713437	0.004854121	Burkholderiales	Plant_diversity	Positive
Wind_low_Week3	7cec736dc9d806469c2695064a9e9d27	0.290791165	0.004833613	Xylariales	Climatic_conditions	Positive
Wind_low_Week3	a4f2007aea466dc2fb451aa9fdef7ef2	0.290791165	0.004833613	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	711039dcb0f33fb891de541fd316c47e	0.290804861	0.004833613	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	b8058dbd2b2019bf6414fb29b5969c7c	0.290804861	0.004833613	Sphingomonadales	Climatic_conditions	Positive
Dewpoint_avg_Week2	a1f29e85ff4a7ca41ca993afc52743bf	0.290831573	0.004833613	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week1	5d48a33371c842d404801356728b50ec	0.291356038	0.004673957	Hypocreales	Climatic_conditions	Positive
pH	63878ff2efae90eb46477c7912a32005	0.291528425	0.00461642	Sphingomonadales	Soil_properties	Positive
pH	0f1fe4841915e065fdc455d8421b77e8	0.291599782	0.0045964	Burkholderiales	Soil_properties	Positive
Manganese	fbeeb19f04d65022573c52ecdc07f9e3	0.291826041	0.004520327	Rhizobiales	Soil_properties	Positive
Dewpoint_high_Week1	1e66d98a0dd0b8a765071507f5d576a5	0.292753703	0.004203222	Burkholderiales	Climatic_conditions	Positive
Dewpoint_low_Week2	a1f29e85ff4a7ca41ca993afc52743bf	0.292978753	0.004133744	Burkholderiales	Climatic_conditions	Positive
Temp_low_Week1	f8397d1f8459a0433a01018723975390	0.292988389	0.004133744	Burkholderiales	Climatic_conditions	Positive
Dewpoint_low_Week1	352d386293a59777de3e3e6a91f58466	0.293009668	0.004133744	Hypocreales	Climatic_conditions	Positive
Temp_avg_Week4	bb55592c60980bda3881288652a69306	0.293156663	0.004091742	Pleosporales	Climatic_conditions	Positive
Wind_low_Week1	caa87147e44034b05364d29010622d3b	0.293172604	0.004091742	Helotiales	Climatic_conditions	Positive
Wind_low_Week2	320475daf14557f135ee9dc535f4f50f	0.293439599	0.004010804	Helotiales	Climatic_conditions	Positive
Wind_low_Week2	a294a7a1a3a910382d5c3473cc7404ce	0.293439599	0.004010804	Chaetothyriales	Climatic_conditions	Positive
Temp_low_Week1	a1f29e85ff4a7ca41ca993afc52743bf	0.293698214	0.003939082	Burkholderiales	Climatic_conditions	Positive
Dewpoint_high_Week1	1cfed5ec88a3950b146bd54d22797e37	0.294759105	0.0036366	Hypocreales	Climatic_conditions	Positive
pH	da5946b3bb0602b228658c9820e36f2d	0.295139608	0.003546015	Sphingomonadales	Soil_properties	Positive
Wind_low_Week1	e17976e2c2e216a4c033b648bed59d91	0.295362083	0.003492451	Burkholderiales	Climatic_conditions	Positive
Humidity_low_Week1	f920c3503284689300f54fbc9d9f4abc	0.295469501	0.003467034	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	7872935fa44379b4c575aa50cb15ec1e	0.295593751	0.003437115	Rhizobiales	Climatic_conditions	Positive
Humidity_low_Week3	aae8eb63402e9d7e63bd3c0732e92ddf	0.295864408	0.003367319	Sphingomonadales	Climatic_conditions	Positive
Humidity_low_Week3	1d3577ceb4f98bde7340e9484ed39097	0.295903419	0.00336134	Helotiales	Climatic_conditions	Positive
Dewpoint_high_Week4	352d386293a59777de3e3e6a91f58466	0.296543629	0.00321358	Hypocreales	Climatic_conditions	Positive
Humidity_avg_Week1	f920c3503284689300f54fbc9d9f4abc	0.29663148	0.003199651	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week1	b9662fb7b98a06c519aa8d43ee446db2	0.296659472	0.003196848	Pleosporales	Climatic_conditions	Positive
Wind_low_Week1	84d5dee19b826d9cbac294ec4eb6bda8	0.297985331	0.002894133	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week1	84f7c22212eaaa840a909947bd53b5a0	0.298013068	0.002891664	Rhizobiales	Climatic_conditions	Positive
Sodium	c9baaaa0642676523d1eac6111107a7e	0.298307545	0.002830965	Pleosporales	Soil_properties	Positive
Temp_avg_Week3	8aed870ab19e643617d65fc44f917fb7	0.298454038	0.00280522	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week1	cfb7c2be2639d4cc66544bc44bbc0c4d	0.298985476	0.002693519	Caulobacterales	Climatic_conditions	Positive
Precipitation_Week2	cfb7c2be2639d4cc66544bc44bbc0c4d	0.298985476	0.002693519	Caulobacterales	Climatic_conditions	Positive
Precipitation_Week3	cfb7c2be2639d4cc66544bc44bbc0c4d	0.298985476	0.002693519	Caulobacterales	Climatic_conditions	Positive
Precipitation_Week4	cfb7c2be2639d4cc66544bc44bbc0c4d	0.298985476	0.002693519	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week1	faa13fec9301bfd2c280d1ac863e0f02	0.299493086	0.002602261	Burkholderiales	Climatic_conditions	Positive
Temp_high_Week1	2688dc5d4637c83ea1581928758cd52a	0.299789938	0.002546914	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	dbd48cf979847e445ac76b418d792cd1	0.300113893	0.002483569	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	ef85fafd4591e7ff11b8ea5996dcbfb4	0.300343062	0.002440697	Sphingomonadales	Climatic_conditions	Positive
Manganese	9b8ac0946959b16945f433e75591a9b7	0.301686148	0.002197338	Chaetothyriales	Soil_properties	Positive
Humidity_avg_Week2	a96078b17eb82a36a9f89d8b4c0441b4	0.302198739	0.002112156	Pleosporales	Climatic_conditions	Positive
Wind_low_Week1	16d665032c11f943cff57f9510d63f20	0.30230979	0.002095849	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week1	1c1b6885f81e68f7d8b1b61999f69f03	0.30230979	0.002095849	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week1	3b1635c73142b220dbd2c0ae92258641	0.30230979	0.002095849	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week1	4b01be28b47180bb9b5c9987e509e771	0.30230979	0.002095849	Microtrichales	Climatic_conditions	Positive
Wind_low_Week1	7b1f7ce982cbf924da341ebeca286c87	0.30230979	0.002095849	Xylariales	Climatic_conditions	Positive
Wind_low_Week1	9474ed4edb27384a28055bc16046265f	0.30230979	0.002095849	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week1	d85b4bc91fee8cfef595baf3c919f0d8	0.30230979	0.002095849	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	fd9526b1978bd7835045ebe043327b95	0.303056954	0.001992997	Hypocreales	Climatic_conditions	Positive
Plant_cover	3651972045124590a0b441270cf5082d	0.303196208	0.001972956	Chaetothyriales	Plant_diversity	Positive
Temp_low_Week1	c1985277541afab3677fe880774f0979	0.303393081	0.001943765	Propionibacteriales	Climatic_conditions	Positive
Humidity_low_Week4	56b17ee22867f28d69ceed6536bce3f4	0.303499583	0.001929455	Hypocreales	Climatic_conditions	Positive
Manganese	f406093c66967d7dbb69ae0055648006	0.303956571	0.001865627	Chaetothyriales	Soil_properties	Positive
Humidity_high_Week2	5fa18956f4568992101c9ca7bea0ab57	0.303988294	0.001863465	Pleosporales	Climatic_conditions	Positive
Temp_low_Week1	f1eb5817fcd032c5f781b3422cf68caa	0.304886583	0.001736454	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week1	05ddb93d2f01de7e5a5b567dfd9cbfea	0.304928614	0.001732945	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week1	13aa456ae4820e1bbf87428307ad5780	0.304928614	0.001732945	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week1	629af23abfa40eaac7a1b2ee6f09396b	0.304928614	0.001732945	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week1	c6ca92f03ad5182a6c1dbfbbfada1f95	0.304928614	0.001732945	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week1	d8afec770b7eed477038863592746fe1	0.304928614	0.001732945	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week1	f0b251d588fc4e6a20edea7cd7c13e48	0.304928614	0.001732945	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week1	f9c14d4a1f1219c903a1932fcc54d601	0.304928614	0.001732945	Propionibacteriales	Climatic_conditions	Positive
Dewpoint_high_Week4	7a08cbd8fc1391983257d4a0a5b81b40	0.305054135	0.001732945	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	d14de34c253a934b6264d01641f6c425	0.305569438	0.001674916	Pleosporales	Climatic_conditions	Positive
Dewpoint_low_Week4	bb55592c60980bda3881288652a69306	0.306121213	0.001601498	Pleosporales	Climatic_conditions	Positive
Temp_low_Week1	343dbf855afaac8caca3bcc4cc2b4e2f	0.306410028	0.001567847	Burkholderiales	Climatic_conditions	Positive
pH	f3b95861ed9b80df801bee3608e3d24d	0.307001085	0.001498562	Chaetothyriales	Soil_properties	Positive
Iron	6fbea5af4fa72bdd8b4ebe6eca6abe4b	0.307272237	0.001466915	Sphingomonadales	Soil_properties	Positive
Dewpoint_high_Week1	f7a6fcd66ada3722a49f06111f8c5790	0.307323622	0.001465085	Burkholderiales	Climatic_conditions	Positive
Dewpoint_low_Week1	bbc876ca34b0b12de4ea6069652e43a8	0.307577772	0.001438408	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	1b4e4ead5ce6c1858694b24b6e282812	0.307845843	0.001410541	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	0e14b541516926a73cf9a0d757511637	0.308373285	0.001353122	Pleosporales	Climatic_conditions	Positive
Wind_low_Week1	3548109ed720ac99cdf06f97df912aa2	0.308911637	0.001296737	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week1	379a6866184360a391ea4810f3b50cd9	0.308911637	0.001296737	Microtrichales	Climatic_conditions	Positive
Wind_low_Week1	a0bf3a4d324a1896d3375a4c7a052772	0.308911637	0.001296737	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week1	a4871151d69142c18a2d8e3a7cd9d727	0.308911637	0.001296737	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	c494ddc4ee61656cc8b9f6be8294f855	0.309881262	0.00120345	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	efe7de95ea8427fb6645d51551142fa0	0.309881262	0.00120345	Hypocreales	Climatic_conditions	Positive
Dewpoint_avg_Week4	bb55592c60980bda3881288652a69306	0.310358031	0.001160971	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	a110b40d00cc1c3541e6fb71fc188a4e	0.311277786	0.001076532	Sphingomonadales	Climatic_conditions	Positive
Dewpoint_high_Week1	59f0e1cbf8a77b9c0e14f3f75f77673d	0.311455207	0.001061973	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week1	245430f2c463fc69550870e58fdeea9b	0.311585248	0.00105187	Hypocreales	Climatic_conditions	Positive
Wind_low_Week1	2980654cc2729c7e07f4a29acc53122f	0.311585248	0.00105187	Xylariales	Climatic_conditions	Positive
Wind_low_Week1	2efb69a2f37475864f2c3658f37e5e6b	0.311585248	0.00105187	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week1	3f3dbdaf2386bfd57c591bf8b5008765	0.311585248	0.00105187	Pleosporales	Climatic_conditions	Positive
Wind_low_Week1	6e319f4261b42651af4735b6e0c14ca3	0.311585248	0.00105187	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week1	fd9998edaac281932f04a81b078a4e67	0.311585248	0.00105187	Sphingomonadales	Climatic_conditions	Positive
Dewpoint_high_Week4	343dbf855afaac8caca3bcc4cc2b4e2f	0.312333256	0.000999166	Burkholderiales	Climatic_conditions	Positive
Manganese	c42f60ef3f5e484a1cd802f243282071	0.312391468	0.000997402	Pleosporales	Soil_properties	Positive
Plant_cover	e255a7cac19c3236b25e183868983627	0.312475068	0.000991861	Hypocreales	Plant_diversity	Positive
Wind_low_Week2	298747f630399016f15a076a8cc20c0b	0.31267431	0.00097817	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	ff68d55f1c63add1a135aed51568eaea	0.31267431	0.00097817	Rhizobiales	Climatic_conditions	Positive
Dewpoint_low_Week1	7a08cbd8fc1391983257d4a0a5b81b40	0.312736488	0.000976129	Burkholderiales	Climatic_conditions	Positive
Humidity_avg_Week1	687d21e3c157c639ce64426cef257f25	0.313005183	0.000955343	Rhizobiales	Climatic_conditions	Positive
Manganese	f6cf9c087ee9ef87980d30c93030df42	0.313565958	0.000911687	Sphingomonadales	Soil_properties	Positive
Dewpoint_high_Week1	2688dc5d4637c83ea1581928758cd52a	0.313827712	0.000894222	Burkholderiales	Climatic_conditions	Positive
Precipitation_Week1	8aed870ab19e643617d65fc44f917fb7	0.313928806	0.000887897	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week2	8aed870ab19e643617d65fc44f917fb7	0.313928806	0.000887897	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week3	8aed870ab19e643617d65fc44f917fb7	0.313928806	0.000887897	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week4	8aed870ab19e643617d65fc44f917fb7	0.313928806	0.000887897	Rhizobiales	Climatic_conditions	Positive
Humidity_low_Week2	56b17ee22867f28d69ceed6536bce3f4	0.314017455	0.000886965	Hypocreales	Climatic_conditions	Positive
Wind_low_Week3	b4bfeff1d311ded8c169be24e574085c	0.315823744	0.000761981	Hypocreales	Climatic_conditions	Positive
Wind_low_Week1	12002217b24df75da9bbb9235b09876c	0.315917426	0.000757049	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week1	5519a599b51c86b8936d8a1fa7a0c5b3	0.318013793	0.000632287	Burkholderiales	Climatic_conditions	Positive
pH	2d729064ee044753c167063617569a09	0.318341297	0.000615379	Rhizobiales	Soil_properties	Positive
Wind_low_Week1	193feb2ad396b7304768cd8cc67a2d50	0.318647039	0.000602081	Xylariales	Climatic_conditions	Positive
Wind_low_Week1	54622e0ee601a22297788e8fe326b94f	0.318853451	0.000592235	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week4	23e937e9f5ff731c47f347d71cf73684	0.319003164	0.000585463	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	14e653a33db3a9c213438225a103077e	0.31948731	0.000562889	Caulobacterales	Climatic_conditions	Positive
Dewpoint_high_Week2	56b17ee22867f28d69ceed6536bce3f4	0.320286637	0.000527163	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	314b63887d070d84ceedba9928b390d6	0.320917757	0.000500185	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	337bbfb6fb60c2b3279b431227934611	0.320917757	0.000500185	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	abe2b977fe66302b3c69c5eb9155a27e	0.320917757	0.000500185	Pleosporales	Climatic_conditions	Positive
Temp_low_Week1	59f0e1cbf8a77b9c0e14f3f75f77673d	0.321096099	0.000494873	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	564c4fea6291bc3ea41cdda6f0388eab	0.321481631	0.000479857	Burkholderiales	Climatic_conditions	Positive
Dewpoint_avg_Week2	7a08cbd8fc1391983257d4a0a5b81b40	0.321716661	0.00047074	Burkholderiales	Climatic_conditions	Positive
Temp_high_Week1	343dbf855afaac8caca3bcc4cc2b4e2f	0.322057596	0.000458247	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week4	2c04e7d505d50656ebb93a112371a349	0.322168305	0.000454537	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week4	3be281da1bd4c1106461ab1ea669990f	0.322168305	0.000454537	Helotiales	Climatic_conditions	Positive
Wind_low_Week4	5c75120df93384fde2474d433faeef48	0.322168305	0.000454537	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week4	81bacb819e337c70a3376b852f86999a	0.322168305	0.000454537	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week4	b170e1cd4aa324dd477ae84d56a49a6d	0.322168305	0.000454537	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week4	c995b406d91d75a55e0cc74107fb147e	0.322168305	0.000454537	Rhizobiales	Climatic_conditions	Positive
Humidity_avg_Week4	b54b8f7a9222f490553525009d1795ef	0.322213806	0.000454537	Pleosporales	Climatic_conditions	Positive
Dewpoint_avg_Week2	a96078b17eb82a36a9f89d8b4c0441b4	0.322482007	0.000448239	Pleosporales	Climatic_conditions	Positive
Humidity_low_Week4	715a5d3872fd3c05667063cb35a8ab88	0.322654192	0.000442181	Chaetothyriales	Climatic_conditions	Positive
Dewpoint_low_Week1	56b17ee22867f28d69ceed6536bce3f4	0.323229657	0.000420749	Hypocreales	Climatic_conditions	Positive
